1,1,0
1,2,261
1,3,289
1,4,441
1,5,520
1,6,403
1,7,690
1,8,599
1,9,688
1,10,733
1,11,620
1,12,500
1,13,571
1,14,700
1,15,858
1,16,658
1,17,741
1,18,547
1,19,720
1,20,654
1,21,712
1,22,782
1,23,758
1,24,703
2,1,168
2,2,0
2,3,457
2,4,565
2,5,566
2,6,234
2,7,546
2,8,431
2,9,650
2,10,739
2,11,760
2,12,668
2,13,739
2,14,868
2,15,756
2,16,613
2,17,695
2,18,403
2,19,576
2,20,509
2,21,568
2,22,638
2,23,782
2,24,667
3,1,188
3,2,350
3,3,0
3,4,425
3,5,505
3,6,492
3,7,779
3,8,688
3,9,672
3,10,718
3,11,604
3,12,484
3,13,555
3,14,684
3,15,842
3,16,747
3,17,830
3,18,636
3,19,809
3,20,743
3,21,801
3,22,849
3,23,742
3,24,687
4,1,354
4,2,516
4,3,330
4,4,0
4,5,106
4,6,413
4,7,791
4,8,357
4,9,281
4,10,339
4,11,192
4,12,437
4,13,611
4,14,403
4,15,508
4,16,544
4,17,562
4,18,695
4,19,673
4,20,711
4,21,770
4,22,687
4,23,582
4,24,734
5,1,484
5,2,461
5,3,460
5,4,130
5,5,0
5,6,308
5,7,691
5,8,252
5,9,167
5,10,256
5,11,343
5,12,600
5,13,741
5,14,547
5,15,425
5,16,430
5,17,469
5,18,595
5,19,581
5,20,606
5,21,664
5,22,595
5,23,726
5,24,756
6,1,382
6,2,192
6,3,672
6,4,406
6,5,407
6,6,0
6,7,587
6,8,196
6,9,480
6,10,568
6,11,601
6,12,843
6,13,953
6,14,812
6,15,757
6,16,379
6,17,460
6,18,444
6,19,571
6,20,550
6,21,609
6,22,679
6,23,823
6,24,708
7,1,429
7,2,261
7,3,718
7,4,540
7,5,541
7,6,256
7,7,0
7,8,175
7,9,520
7,10,562
7,11,646
7,12,757
7,13,1000
7,14,708
7,15,553
7,16,360
7,17,441
7,18,200
7,19,373
7,20,306
7,21,365
7,22,435
7,23,579
7,24,464
8,1,569
8,2,378
8,3,695
8,4,364
8,5,366
8,6,202
8,7,391
8,8,0
8,9,346
8,10,439
8,11,522
8,12,779
8,13,976
8,14,715
8,15,561
8,16,183
8,17,264
8,18,248
8,19,375
8,20,354
8,21,413
8,22,483
8,23,627
8,24,512
9,1,656
9,2,641
9,3,524
9,4,302
9,5,316
9,6,496
9,7,523
9,8,360
9,9,0
9,10,139
9,11,235
9,12,482
9,13,807
9,14,429
9,15,308
9,16,262
9,17,344
9,18,427
9,19,455
9,20,574
9,21,632
9,22,478
9,23,608
9,24,639
10,1,778
10,2,763
10,3,619
10,4,423
10,5,425
10,6,618
10,7,489
10,8,425
10,9,157
10,10,0
10,11,248
10,12,505
10,13,831
10,14,363
10,15,209
10,16,256
10,17,253
10,18,393
10,19,364
10,20,542
10,21,563
10,22,379
10,23,538
10,24,540
11,1,557
11,2,726
11,3,378
11,4,197
11,5,266
11,6,573
11,7,599
11,8,517
11,9,197
11,10,147
11,11,0
11,12,265
11,13,590
11,14,211
11,15,316
11,16,365
11,17,370
11,18,503
11,19,481
11,20,649
11,21,680
11,22,495
11,23,390
11,24,542
12,1,302
12,2,464
12,3,113
12,4,310
12,5,389
12,6,605
12,7,754
12,8,641
12,9,495
12,10,437
12,11,311
12,12,0
12,13,301
12,14,404
12,15,561
12,16,655
12,17,660
12,18,718
12,19,756
12,20,774
12,21,668
12,22,595
12,23,488
12,24,433
13,1,744
13,2,713
13,3,556
13,4,752
13,5,831
13,6,709
13,7,453
13,8,628
13,9,719
13,10,675
13,11,698
13,12,442
13,13,0
13,14,493
13,15,480
13,16,556
13,17,537
13,18,417
13,19,429
13,20,473
13,21,367
13,22,294
13,23,324
13,24,132
14,1,669
14,2,831
14,3,481
14,4,402
14,5,470
14,6,778
14,7,641
14,8,711
14,9,415
14,10,331
14,11,205
14,12,367
14,13,690
14,14,0
14,15,157
14,16,541
14,17,460
14,18,605
14,19,352
14,20,498
14,21,516
14,22,334
14,23,179
14,24,330
15,1,826
15,2,745
15,3,637
15,4,523
15,5,525
15,6,718
15,7,484
15,8,554
15,9,257
15,10,214
15,11,318
15,12,524
15,13,846
15,14,155
15,15,0
15,16,384
15,17,303
15,18,448
15,19,194
15,20,340
15,21,391
15,22,177
15,23,344
15,24,338
16,1,739
16,2,549
16,3,710
16,4,489
16,5,507
16,6,372
16,7,261
16,8,170
16,9,223
16,10,256
16,11,340
16,12,597
16,13,922
16,14,533
16,15,378
16,16,0
16,17,81
16,18,165
16,19,192
16,20,311
16,21,370
16,22,499
16,23,584
16,24,469
17,1,733
17,2,630
17,3,775
17,4,580
17,5,581
17,6,453
17,7,304
17,8,251
17,9,314
17,10,270
17,11,404
